city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
50,0.8960000276565552,Male,Yes,Not,Bachelors,STEM,7,100-500,Private,>4,34.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,50-99,Private,4,51.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,6,50-99,Private,1,182.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,64.0
16,0.9100000262260437,Male,Yes,Not,HighSchool,None,15,10-49,Private,1,6.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,6,1000-4999,Private,1,6.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,3,100-500,Private,1,45.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,None,16,10-49,Private,>4,8.0
16,0.9100000262260437,Male,Yes,PartTime,Bachelors,STEM,4,1000-4999,Private,4,56.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,100-500,UnfundedStartup,never,85.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,1000-4999,Private,1,36.0
115,0.7889999747276306,Male,No,Not,Bachelors,STEM,5,10000+,Private,2,214.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,100-500,Private,1,256.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,1000-4999,Private,never,43.0
116,0.7429999709129333,Male,Yes,Not,Phd,STEM,13,1000-4999,Private,1,23.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,50-99,FundedStartup,>4,119.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,100-500,Private,1,38.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,15,100-500,FundedStartup,1,141.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Other,9,50-99,Private,4,4.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,16,10000+,Private,>4,36.0
114,0.9259999990463257,Male,No,Not,Masters,STEM,3,100-500,Private,1,46.0
16,0.9100000262260437,Male,No,FullTime,Bachelors,STEM,5,5000-9999,Private,1,43.0
97,0.925000011920929,Male,Yes,PartTime,Masters,STEM,9,50-99,Private,>4,23.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,12,500-999,Private,1,48.0
21,0.6240000128746033,Male,No,Not,Bachelors,Humanities,2,10000+,Private,2,43.0
16,0.9100000262260437,Male,No,FullTime,Bachelors,STEM,4,10000+,Private,1,122.0
150,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,14,1000-4999,Public,1,35.0
69,0.8560000061988831,Male,No,FullTime,Bachelors,STEM,<1,10-49,Private,2,74.0
99,0.9150000214576721,Male,Yes,Not,Bachelors,STEM,6,50-99,Private,1,104.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,>20,10-49,Private,4,306.0
19,0.6819999814033508,Male,Yes,Not,Bachelors,STEM,13,100-500,Private,>4,105.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,15,10000+,Private,3,34.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Arts,>20,50-99,Private,>4,21.0
158,0.765999972820282,Male,Yes,Not,Bachelors,STEM,6,10-49,UnfundedStartup,2,78.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,5000-9999,Public,2,53.0
136,0.8970000147819519,Male,Yes,Not,Bachelors,STEM,6,5000-9999,Public,3,40.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,12,500-999,Private,>4,56.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,10,10000+,Private,3,14.0
160,0.9200000166893005,Male,No,Not,HighSchool,None,1,10000+,Private,1,82.0
100,0.8870000243186951,Male,Yes,Not,HighSchool,None,8,<10,UnfundedStartup,2,54.0
160,0.9200000166893005,Male,No,Not,HighSchool,None,<1,50-99,NGO,4,40.0
103,0.9200000166893005,Male,Yes,FullTime,Masters,STEM,10,<10,NGO,1,46.0
16,0.9100000262260437,Other,No,FullTime,Bachelors,STEM,8,50-99,Private,1,53.0
99,0.9150000214576721,Male,Yes,Not,Bachelors,STEM,>20,500-999,Other,1,20.0
123,0.7379999756813049,Male,Yes,Not,Masters,STEM,8,10000+,Private,2,35.0
21,0.6240000128746033,Male,Yes,PartTime,Bachelors,STEM,7,50-99,Private,2,21.0
45,0.8899999856948853,Male,Yes,Not,HighSchool,None,16,<10,Private,>4,48.0
50,0.8960000276565552,Male,Yes,Not,Bachelors,STEM,16,5000-9999,Public,>4,50.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,14,5000-9999,Private,>4,192.0
39,0.8980000019073486,Male,Yes,Not,Bachelors,STEM,4,50-99,Private,never,160.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,6.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,5,1000-4999,Private,2,113.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,>20,10000+,Private,>4,31.0
67,0.8550000190734863,Male,Yes,FullTime,Bachelors,STEM,3,10000+,Private,1,2.0
103,0.9200000166893005,Male,No,Not,HighSchool,None,2,50-99,Private,never,42.0
75,0.9390000104904175,Male,No,Not,Masters,STEM,15,10000+,Private,>4,52.0
36,0.8930000066757202,Male,Yes,Not,Masters,STEM,>20,50-99,Private,1,17.0
134,0.6980000138282776,Male,No,FullTime,HighSchool,None,3,100-500,Private,never,51.0
100,0.8870000243186951,Female,No,FullTime,HighSchool,None,1,10000+,Private,1,31.0
114,0.9259999990463257,Male,Yes,PartTime,Bachelors,STEM,4,10-49,Private,1,12.0
36,0.8930000066757202,Male,No,Not,Masters,STEM,4,100-500,NGO,1,88.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,7,1000-4999,Public,1,55.0
103,0.9200000166893005,Male,No,Not,Bachelors,Other,20,10000+,Private,>4,59.0
28,0.9390000104904175,Male,No,FullTime,HighSchool,None,3,10000+,Private,3,36.0
126,0.4790000021457672,Male,No,Not,PrimarySchool,None,>20,100-500,Private,never,222.0
41,0.8270000219345093,Male,No,Not,HighSchool,None,3,<10,Private,never,28.0
21,0.6240000128746033,Male,No,PartTime,HighSchool,None,1,10-49,Private,never,96.0
116,0.7429999709129333,Male,Yes,Not,Masters,STEM,4,10000+,Private,1,23.0
90,0.6980000138282776,Male,No,Not,Bachelors,STEM,<1,<10,Private,1,55.0
19,0.6819999814033508,Male,Yes,Not,Bachelors,STEM,10,10-49,FundedStartup,1,24.0
70,0.6980000138282776,Male,No,FullTime,Bachelors,Humanities,3,50-99,Private,1,113.0
16,0.9100000262260437,Male,Yes,Not,HighSchool,None,>20,500-999,Private,>4,54.0
67,0.8550000190734863,Male,Yes,Not,Masters,STEM,18,10-49,Private,>4,64.0
73,0.7540000081062317,Other,Yes,PartTime,HighSchool,None,10,10000+,Private,1,22.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,8,10000+,Private,1,81.0
16,0.9100000262260437,Male,No,FullTime,HighSchool,None,3,<10,Private,never,51.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,15,10000+,Private,1,136.0
12,0.6399999856948853,Male,Yes,Not,Bachelors,Arts,8,50-99,Private,1,6.0
61,0.9129999876022339,Male,No,FullTime,Masters,STEM,4,10000+,Private,1,23.0
114,0.9259999990463257,Female,Yes,Not,Bachelors,STEM,8,50-99,Private,2,18.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,5,50-99,Private,2,107.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,>20,50-99,NGO,>4,26.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,14,500-999,Private,1,28.0
103,0.9200000166893005,Male,Yes,FullTime,HighSchool,None,8,100-500,Private,1,276.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,9,100-500,Private,3,34.0
33,0.4480000138282776,Male,Yes,Not,Bachelors,STEM,8,100-500,Private,>4,74.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Other,5,1000-4999,Private,1,54.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,2,<10,Public,2,83.0
136,0.8970000147819519,Male,No,Not,Masters,Humanities,10,1000-4999,Private,2,97.0
102,0.8040000200271606,Male,Yes,PartTime,Bachelors,Humanities,3,100-500,FundedStartup,1,56.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,2,<10,UnfundedStartup,1,134.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,<10,UnfundedStartup,>4,34.0
115,0.7889999747276306,Female,No,Not,Bachelors,STEM,17,50-99,Private,>4,40.0
61,0.9129999876022339,Male,No,FullTime,Bachelors,STEM,11,50-99,Private,1,77.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,STEM,4,10000+,Public,3,11.0
136,0.8970000147819519,Male,No,FullTime,Bachelors,STEM,5,50-99,Private,never,47.0
103,0.9200000166893005,Female,No,Not,Phd,STEM,>20,1000-4999,Private,1,26.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,3,50-99,UnfundedStartup,2,110.0
115,0.7889999747276306,Male,Yes,Not,Bachelors,STEM,4,50-99,Private,1,10.0
11,0.550000011920929,Male,No,FullTime,Masters,STEM,1,<10,Private,1,42.0
10,0.8949999809265137,Male,No,Not,Bachelors,STEM,3,<10,Private,2,4.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,42.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,100-500,NGO,1,4.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,15,10-49,Private,1,7.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,1,10-49,Private,1,158.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,10000+,Private,2,88.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,<1,50-99,UnfundedStartup,1,50.0
116,0.7429999709129333,Male,No,FullTime,Bachelors,STEM,7,100-500,Private,3,33.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,<1,50-99,Private,1,26.0
75,0.9390000104904175,Male,Yes,Not,Masters,STEM,>20,1000-4999,Private,>4,91.0
114,0.9259999990463257,Male,Yes,Not,HighSchool,None,11,50-99,Private,>4,26.0
83,0.9229999780654907,Female,No,Not,Masters,STEM,7,100-500,Private,1,10.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,11,100-500,Private,1,87.0
19,0.6819999814033508,Male,Yes,Not,Bachelors,STEM,12,500-999,Public,1,19.0
99,0.9150000214576721,Male,Yes,Not,Masters,STEM,12,100-500,Private,1,17.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,9,10000+,Private,never,78.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,10,1000-4999,Private,2,14.0
128,0.5270000100135803,Male,No,FullTime,HighSchool,None,<1,50-99,Private,never,2.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,4,50-99,Private,never,42.0
97,0.925000011920929,Male,Yes,Not,Masters,STEM,14,<10,Private,1,138.0
97,0.925000011920929,Male,Yes,Not,Masters,STEM,15,1000-4999,Private,2,54.0
102,0.8040000200271606,Male,Yes,Not,Bachelors,STEM,7,100-500,Private,never,10.0
114,0.9259999990463257,Female,Yes,Not,Masters,STEM,11,1000-4999,Private,1,16.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,2,50-99,Private,1,50.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,STEM,7,10000+,Private,3,52.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,3,50-99,Private,1,16.0
131,0.6800000071525574,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,1,64.0
138,0.8360000252723694,Male,Yes,Not,Bachelors,STEM,7,100-500,Private,2,35.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,10,1000-4999,Private,1,216.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,10,500-999,Private,>4,50.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,4,10000+,Public,1,14.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,4,10-49,Private,1,17.0
16,0.9100000262260437,Male,Yes,Not,Phd,STEM,>20,100-500,Private,1,31.0
16,0.9100000262260437,Female,No,Not,Bachelors,STEM,9,50-99,Private,1,206.0
10,0.8949999809265137,Other,No,FullTime,Masters,STEM,3,50-99,Public,2,105.0
118,0.722000002861023,Female,Yes,Not,Bachelors,STEM,>20,<10,Private,>4,36.0
149,0.6890000104904175,Male,No,Not,Bachelors,STEM,4,100-500,Public,1,16.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Public,1,107.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,17,50-99,Private,1,14.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,17,10000+,Private,>4,163.0
103,0.9200000166893005,Female,Yes,Not,Masters,STEM,16,50-99,FundedStartup,4,52.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,6,10000+,Private,never,61.0
36,0.8930000066757202,Male,Yes,PartTime,Bachelors,STEM,>20,10-49,Private,never,224.0
71,0.8840000033378601,Male,No,Not,PrimarySchool,None,4,50-99,Private,never,97.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,1,100-500,Public,1,21.0
61,0.9129999876022339,Male,No,FullTime,Bachelors,Humanities,1,<10,NGO,1,25.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,11,100-500,Private,1,129.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,10,10000+,Private,4,129.0
145,0.5550000071525574,Other,No,PartTime,Bachelors,STEM,3,50-99,Private,1,12.0
21,0.6240000128746033,Male,No,FullTime,HighSchool,None,5,50-99,Private,never,53.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,154.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,15,50-99,Private,1,52.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,7,5000-9999,Public,>4,56.0
103,0.9200000166893005,Male,Yes,PartTime,Bachelors,STEM,14,100-500,Public,2,105.0
57,0.8659999966621399,Male,No,FullTime,Bachelors,STEM,8,<10,Private,never,111.0
149,0.6890000104904175,Male,Yes,FullTime,Bachelors,STEM,10,50-99,Private,1,90.0
36,0.8930000066757202,Male,Yes,Not,Bachelors,STEM,17,<10,Private,>4,62.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,1,56.0
16,0.9100000262260437,Male,Yes,Not,Masters,Humanities,2,50-99,Private,2,82.0
101,0.5580000281333923,Male,Yes,Not,Bachelors,STEM,7,100-500,NGO,1,136.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,4,5000-9999,Private,4,54.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,7,1000-4999,Public,2,11.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,12,1000-4999,Private,never,26.0
21,0.6240000128746033,Male,Yes,PartTime,Bachelors,STEM,4,10000+,Private,4,114.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,6,10000+,Private,>4,56.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,5,5000-9999,Private,>4,69.0
101,0.5580000281333923,Male,No,FullTime,Bachelors,STEM,2,10-49,Private,never,46.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,1,126.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,13,100-500,Private,1,48.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,4,50-99,FundedStartup,1,212.0
27,0.8479999899864197,Male,Yes,Not,Bachelors,Other,3,50-99,Private,never,32.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,5,100-500,Other,3,11.0
114,0.9259999990463257,Male,No,Not,Masters,STEM,14,500-999,Private,3,36.0
61,0.9129999876022339,Male,Yes,Not,Masters,STEM,>20,100-500,Private,>4,99.0
116,0.7429999709129333,Male,Yes,Not,Masters,STEM,1,10-49,Private,1,2.0
65,0.8019999861717224,Male,Yes,Not,Bachelors,STEM,6,50-99,Private,1,102.0
28,0.9390000104904175,Male,Yes,Not,Masters,STEM,7,<10,UnfundedStartup,1,21.0
103,0.9200000166893005,Male,No,Not,PrimarySchool,None,7,10000+,Private,never,108.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,4,76.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,11,10000+,Private,1,104.0
16,0.9100000262260437,Female,No,FullTime,Masters,STEM,15,50-99,Public,3,33.0
98,0.9490000009536743,Male,No,Not,Bachelors,STEM,14,50-99,Private,never,70.0
144,0.8399999737739563,Male,Yes,Not,Bachelors,STEM,10,1000-4999,Public,1,78.0
103,0.9200000166893005,Female,Yes,Not,Masters,STEM,19,<10,Private,1,108.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,5,10000+,Private,never,30.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,14,50-99,Private,1,75.0
103,0.9200000166893005,Male,Yes,Not,Phd,STEM,>20,10000+,Public,3,43.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,500-999,Private,1,36.0
114,0.9259999990463257,Male,Yes,PartTime,Bachelors,STEM,9,50-99,Private,>4,77.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,9,5000-9999,Private,1,4.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,15,100-500,Private,>4,7.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,5,50-99,Private,never,40.0
83,0.9229999780654907,Male,Yes,Not,Bachelors,STEM,9,<10,UnfundedStartup,2,45.0
20,0.7960000038146973,Male,Yes,Not,Bachelors,STEM,8,10000+,Private,2,54.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,1,145.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,5,10000+,Private,1,46.0
71,0.8840000033378601,Male,Yes,Not,Bachelors,STEM,5,50-99,Private,1,21.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,14,50-99,FundedStartup,3,72.0
103,0.9200000166893005,Male,No,Not,Bachelors,Humanities,4,100-500,Private,2,76.0
10,0.8949999809265137,Male,Yes,Not,Masters,STEM,8,50-99,Private,2,53.0
78,0.5789999961853027,Male,Yes,FullTime,Bachelors,STEM,5,50-99,Private,2,28.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,4,100-500,Private,never,46.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,39.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,7,<10,Private,2,19.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,500-999,Private,>4,6.0
126,0.4790000021457672,Male,Yes,FullTime,Bachelors,STEM,2,100-500,UnfundedStartup,1,48.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,19,500-999,Private,1,18.0
40,0.7760000228881836,Male,Yes,FullTime,Masters,STEM,15,100-500,FundedStartup,2,39.0
100,0.8870000243186951,Male,Yes,Not,Masters,STEM,15,100-500,Public,4,24.0
21,0.6240000128746033,Male,No,FullTime,Masters,STEM,3,100-500,Private,never,90.0
114,0.9259999990463257,Male,No,Not,Bachelors,STEM,10,10-49,Private,1,10.0
46,0.7620000243186951,Male,No,Not,Phd,STEM,14,100-500,Public,never,188.0
10,0.8949999809265137,Male,Yes,FullTime,Bachelors,STEM,9,100-500,Private,2,10.0
116,0.7429999709129333,Male,No,Not,Bachelors,STEM,2,50-99,Private,1,43.0
36,0.8930000066757202,Male,No,FullTime,Bachelors,STEM,10,1000-4999,Private,never,29.0
11,0.550000011920929,Male,Yes,FullTime,Bachelors,STEM,3,10-49,Private,never,56.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,16,5000-9999,Private,1,88.0
114,0.9259999990463257,Male,No,FullTime,Bachelors,STEM,16,50-99,Private,2,13.0
102,0.8040000200271606,Male,Yes,Not,Masters,STEM,9,5000-9999,Private,4,117.0
61,0.9129999876022339,Male,Yes,Not,Masters,STEM,12,50-99,Private,2,158.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,20,1000-4999,Private,>4,74.0
104,0.9240000247955322,Male,Yes,Not,Masters,STEM,>20,10000+,Private,2,25.0
26,0.6980000138282776,Male,No,FullTime,HighSchool,None,2,100-500,Private,1,15.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,8,100-500,Private,2,18.0
116,0.7429999709129333,Male,Yes,Not,HighSchool,None,4,<10,UnfundedStartup,1,14.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,500-999,Private,1,188.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,50-99,Private,1,52.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,Humanities,>20,50-99,Private,2,18.0
77,0.8299999833106995,Male,No,Not,PrimarySchool,None,2,100-500,Private,1,7.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,11,10-49,Private,4,74.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,100-500,Private,>4,22.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,<1,10000+,Private,1,12.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,7,10-49,UnfundedStartup,>4,35.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,None,10,1000-4999,Private,never,104.0
21,0.6240000128746033,Male,No,FullTime,HighSchool,None,4,50-99,Private,never,9.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,100-500,Private,1,113.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,16.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,11,<10,Private,>4,53.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,3,110.0
104,0.9240000247955322,Male,No,FullTime,Bachelors,Other,5,50-99,Private,1,50.0
23,0.8989999890327454,Male,Yes,Not,Bachelors,STEM,8,50-99,FundedStartup,never,110.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,2,6.0
157,0.7689999938011169,Male,Yes,Not,Masters,STEM,9,10-49,Private,1,86.0
61,0.9129999876022339,Male,No,Not,PrimarySchool,None,1,100-500,Private,never,160.0
64,0.6660000085830688,Male,Yes,Not,Bachelors,STEM,16,50-99,Private,4,118.0
37,0.7940000295639038,Male,No,FullTime,Bachelors,STEM,2,50-99,Private,never,178.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,<10,Private,4,4.0
116,0.7429999709129333,Male,Yes,Not,Masters,STEM,>20,10000+,Private,3,157.0
41,0.8270000219345093,Male,No,FullTime,Bachelors,STEM,8,50-99,Private,3,88.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,10000+,Private,1,168.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,29.0
136,0.8970000147819519,Male,Yes,PartTime,Bachelors,STEM,3,5000-9999,Private,1,31.0
36,0.8930000066757202,Male,Yes,Not,Masters,STEM,17,100-500,Private,>4,7.0
40,0.7760000228881836,Female,No,Not,Masters,STEM,1,10-49,Private,1,49.0
16,0.9100000262260437,Male,No,FullTime,HighSchool,None,8,10000+,Private,never,64.0
176,0.7639999985694885,Male,Yes,Not,Masters,STEM,4,100-500,Private,1,24.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,1,34.0
138,0.8360000252723694,Male,Yes,Not,Bachelors,STEM,11,1000-4999,Private,1,81.0
75,0.9390000104904175,Male,Yes,PartTime,Bachelors,STEM,9,<10,UnfundedStartup,1,114.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,4,50-99,Private,1,58.0
104,0.9240000247955322,Male,Yes,Not,Masters,STEM,>20,50-99,Private,1,35.0
67,0.8550000190734863,Female,Yes,Not,Masters,STEM,6,50-99,FundedStartup,1,45.0
173,0.878000020980835,Male,Yes,Not,Masters,STEM,<1,1000-4999,Private,>4,70.0
21,0.6240000128746033,Male,No,Not,Masters,STEM,2,50-99,Private,never,14.0
11,0.550000011920929,Male,Yes,Not,Bachelors,STEM,1,100-500,Private,1,145.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,14,50-99,NGO,>4,65.0
19,0.6819999814033508,Male,Yes,Not,Bachelors,Humanities,5,50-99,Private,1,20.0
40,0.7760000228881836,Female,No,Not,Masters,STEM,1,10-49,Private,never,19.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,8,10000+,Private,4,130.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,2,10000+,Private,1,32.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,5,10-49,FundedStartup,1,19.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,3,94.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,14,<10,FundedStartup,1,45.0
114,0.9259999990463257,Male,Yes,FullTime,Phd,STEM,2,10000+,Private,never,47.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,10-49,Private,>4,61.0
100,0.8870000243186951,Male,Yes,Not,Bachelors,STEM,11,50-99,Private,1,36.0
46,0.7620000243186951,Male,Yes,Not,Bachelors,Other,>20,<10,Private,never,172.0
73,0.7540000081062317,Male,Yes,PartTime,Bachelors,STEM,11,100-500,Private,>4,91.0
103,0.9200000166893005,Male,Yes,Not,Phd,Arts,1,50-99,FundedStartup,1,62.0
104,0.9240000247955322,Male,No,FullTime,HighSchool,None,3,50-99,Private,3,99.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,8,50-99,Private,1,304.0
50,0.8960000276565552,Male,Yes,Not,Masters,Business,>20,10-49,Private,>4,168.0
102,0.8040000200271606,Male,Yes,Not,Bachelors,STEM,12,50-99,Private,1,79.0
102,0.8040000200271606,Male,Yes,Not,Masters,STEM,13,50-99,Private,2,84.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,7,10000+,Private,1,232.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,>20,<10,Private,>4,68.0
71,0.8840000033378601,Male,Yes,Not,Bachelors,STEM,6,10-49,Private,4,14.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,2,100-500,Private,2,149.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,10,100-500,Private,1,13.0
143,0.7400000095367432,Male,Yes,Not,Bachelors,STEM,14,100-500,Private,1,7.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,11,100-500,Private,1,50.0
160,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,5,50-99,Private,1,37.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,8,10000+,Private,>4,7.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,4,10-49,Private,2,13.0
50,0.8960000276565552,Male,No,Not,PrimarySchool,None,5,50-99,Private,never,9.0
103,0.9200000166893005,Male,Yes,PartTime,Bachelors,STEM,17,1000-4999,Private,1,77.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,1,55.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,57.0
13,0.8270000219345093,Male,Yes,Not,Bachelors,STEM,3,100-500,Private,1,47.0
2,0.7879999876022339,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,126.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,8,100-500,Private,3,136.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,5,50-99,Private,1,62.0
